"""region"",""typ av kostnad"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"""
"1430 Munkedal,""mediekostnader"",506,587,534,446,501,382,583,785,449,464,503,495,339"
"1430 Munkedal,""personalkostnader för biblioteksverksamheten"",1649,1511,1768,2114,2076,2087,1999,2105,2477,2166,1990,2292,2459"
"1430 Munkedal,""lokalkostnader (inkl. hyra, städning)"",1023,641,915,693,769,779,885,801,599,397,587,597,110"
"1430 Munkedal,""övriga kostnader"",456,648,527,704,600,512,625,545,532,495,335,391,722"
"1430 Munkedal,""investeringsutgifter"",..,179,0,77,16,26,49,50,..,0,48,36,30"
"1435 Tanum,""mediekostnader"",534,425,477,610,636,538,551,561,740,523,895,593,587"
"1435 Tanum,""personalkostnader för biblioteksverksamheten"",1722,1999,1541,1916,1962,1542,2122,1655,2694,2971,2933,2593,2355"
"1435 Tanum,""lokalkostnader (inkl. hyra, städning)"",812,1292,1089,1206,1209,1510,1558,1565,1932,1563,1584,1792,1818"
"1435 Tanum,""övriga kostnader"",409,614,1272,476,805,956,98,0,767,121,285,798,1462"
"1435 Tanum,""investeringsutgifter"",..,4553,60,410,58,0,12,0,..,0,..,93,93"
"1438 Dals-Ed,""mediekostnader"",253,270,280,276,268,290,278,291,339,339,347,366,346"
"1438 Dals-Ed,""personalkostnader för biblioteksverksamheten"",858,937,924,984,1025,1037,1034,1002,1018,1059,1172,1102,1143"
"1438 Dals-Ed,""lokalkostnader (inkl. hyra, städning)"",404,441,434,451,471,455,466,487,495,500,510,462,475"
"1438 Dals-Ed,""övriga kostnader"",149,182,190,219,205,202,191,228,236,276,210,212,226"
"1438 Dals-Ed,""investeringsutgifter"",183,25,53,66,56,27,50,30,40,0,52,..,16"
"1439 Färgelanda,""mediekostnader"",311,327,351,320,364,359,401,385,357,420,282,382,391"
"1439 Färgelanda,""personalkostnader för biblioteksverksamheten"",1139,1103,1221,1353,1631,1689,1699,1734,1811,1428,1792,1643,1534"
"1439 Färgelanda,""lokalkostnader (inkl. hyra, städning)"",382,341,347,386,1559,1510,1518,1665,1701,1664,1469,1274,1557"
"1439 Färgelanda,""övriga kostnader"",325,279,424,422,371,721,424,601,131,238,298,258,466"
"1439 Färgelanda,""investeringsutgifter"",72,40,50,54,213,479,148,87,92,27,391,280,44"
"1440 Ale,""mediekostnader"",1114,1367,1225,975,1202,887,1247,770,1133,1069,1251,1212,1273"
"1440 Ale,""personalkostnader för biblioteksverksamheten"",4278,4625,5156,5868,5754,5101,5987,5371,5005,4826,6226,6537,5358"
"1440 Ale,""lokalkostnader (inkl. hyra, städning)"",1807,644,1541,1548,1651,1438,1183,1665,1818,1424,2094,3147,3391"
"1440 Ale,""övriga kostnader"",..,182,842,992,939,1196,1986,1579,1614,2099,1015,1089,1043"
"1440 Ale,""investeringsutgifter"",721,452,359,186,44,52,94,78,96,136,..,718,308"
"1441 Lerum,""mediekostnader"",1624,1461,1494,1482,1593,1626,1684,1683,1641,1673,1805,1723,1867"
"1441 Lerum,""personalkostnader för biblioteksverksamheten"",3237,3775,3884,4149,4065,3161,4465,4674,4555,4728,4881,5178,5207"
"1441 Lerum,""lokalkostnader (inkl. hyra, städning)"",2326,2488,2455,2545,2597,2704,2635,2666,2779,3002,2319,2687,2938"
"1441 Lerum,""övriga kostnader"",1470,1340,1291,1322,1446,2280,1304,1554,2037,1403,2103,2391,2232"
"1441 Lerum,""investeringsutgifter"",385,114,0,84,36,267,236,186,56,1419,567,309,211"
"1442 Vårgårda,""mediekostnader"",305,205,305,495,356,442,441,289,647,572,284,406,446"
"1442 Vårgårda,""personalkostnader för biblioteksverksamheten"",1385,1487,1589,1615,1508,1711,1557,1639,1414,1431,1559,1898,1669"
"1442 Vårgårda,""lokalkostnader (inkl. hyra, städning)"",1292,1302,1303,1296,1282,1285,1093,1287,1295,1297,1287,1000,1298"
"1442 Vårgårda,""övriga kostnader"",474,378,420,255,673,459,1899,1275,352,415,387,318,269"
"1442 Vårgårda,""investeringsutgifter"",..,..,0,..,0,..,0,0,..,0,..,..,.."
"1443 Bollebygd,""mediekostnader"",536,649,585,585,608,538,603,618,670,564,445,463,472"
"1443 Bollebygd,""personalkostnader för biblioteksverksamheten"",1614,1701,1409,1691,..,1415,1585,1859,2113,2054,1790,2589,1953"
"1443 Bollebygd,""lokalkostnader (inkl. hyra, städning)"",1214,1252,1108,1096,..,908,915,879,896,764,815,841,854"
"1443 Bollebygd,""övriga kostnader"",247,198,211,618,..,0,0,0,244,70,255,465,434"
"1443 Bollebygd,""investeringsutgifter"",69,42,84,99,0,0,0,46,169,100,..,..,110"
"1444 Grästorp,""mediekostnader"",285,285,285,295,305,305,305,305,305,305,305,305,305"
"1444 Grästorp,""personalkostnader för biblioteksverksamheten"",791,792,859,903,974,1046,1075,1067,1150,1196,1180,1186,1200"
"1444 Grästorp,""lokalkostnader (inkl. hyra, städning)"",200,200,200,200,200,200,172,177,218,217,245,217,229"
"1444 Grästorp,""övriga kostnader"",120,134,147,145,140,145,169,169,190,163,152,477,248"
"1444 Grästorp,""investeringsutgifter"",80,80,0,0,0,0,0,0,..,0,..,..,13927"
"1445 Essunga,""mediekostnader"",424,437,442,357,420,383,379,402,409,332,379,369,353"
"1445 Essunga,""personalkostnader för biblioteksverksamheten"",980,829,1032,1468,1555,1555,1207,1382,1052,1138,1157,1194,1249"
"1445 Essunga,""lokalkostnader (inkl. hyra, städning)"",270,270,270,370,370,370,520,520,520,530,530,530,530"
"1445 Essunga,""övriga kostnader"",143,238,211,286,302,307,370,309,380,351,288,274,274"
"1445 Essunga,""investeringsutgifter"",331,17,28,208,22,21,10,25,115,17,..,..,.."
"1446 Karlsborg,""mediekostnader"",324,290,301,321,360,499,423,483,392,349,533,527,475"
"1446 Karlsborg,""personalkostnader för biblioteksverksamheten"",1234,1246,1307,1515,1540,1575,1758,1756,1888,1997,1924,1898,1981"
"1446 Karlsborg,""lokalkostnader (inkl. hyra, städning)"",491,593,602,853,770,896,773,828,848,889,779,812,815"
"1446 Karlsborg,""övriga kostnader"",..,..,227,176,309,119,282,203,282,11,515,409,470"
"1446 Karlsborg,""investeringsutgifter"",..,..,0,101,245,64,134,139,174,204,..,19,10"
"1447 Gullspång,""mediekostnader"",170,219,215,172,170,183,258,205,241,250,228,228,241"
"1447 Gullspång,""personalkostnader för biblioteksverksamheten"",951,1736,959,1256,842,989,1265,1239,1472,1155,1226,1378,1152"
"1447 Gullspång,""lokalkostnader (inkl. hyra, städning)"",375,221,251,328,343,177,343,268,8100,288,100,100,100"
"1447 Gullspång,""övriga kostnader"",556,524,107,528,313,0,36,168,230,123,..,..,.."
"1447 Gullspång,""investeringsutgifter"",36,21,40,23,36,..,..,0,269,30,..,160,22"
"1452 Tranemo,""mediekostnader"",557,569,520,527,497,494,518,550,557,465,510,505,519"
"1452 Tranemo,""personalkostnader för biblioteksverksamheten"",1685,2112,2136,2151,2486,2605,2703,3116,2774,3215,3013,3086,3209"
"1452 Tranemo,""lokalkostnader (inkl. hyra, städning)"",726,742,732,679,826,756,795,735,786,884,808,825,742"
"1452 Tranemo,""övriga kostnader"",567,515,499,491,95,505,473,502,838,623,321,443,1077"
"1452 Tranemo,""investeringsutgifter"",25,106,25,74,55,108,120,106,70,110,3485,244,15"
"1460 Bengtsfors,""mediekostnader"",..,784,817,797,790,659,648,701,681,647,882,667,730"
"1460 Bengtsfors,""personalkostnader för biblioteksverksamheten"",2105,2230,2194,2324,2070,2021,203,2026,2103,2118,2069,1754,1961"
"1460 Bengtsfors,""lokalkostnader (inkl. hyra, städning)"",1162,1151,1133,897,779,767,817,852,842,896,314,289,293"
"1460 Bengtsfors,""övriga kostnader"",1518,215,412,785,487,557,372,308,679,343,53,437,.."
"1460 Bengtsfors,""investeringsutgifter"",65,..,49,0,339,32,30,27,18,0,..,150,130"
"1461 Mellerud,""mediekostnader"",350,370,370,389,419,326,323,333,350,410,387,397,487"
"1461 Mellerud,""personalkostnader för biblioteksverksamheten"",1400,1480,1480,1598,1620,1750,1700,1815,2000,2000,1900,200,1870"
"1461 Mellerud,""lokalkostnader (inkl. hyra, städning)"",778,840,840,860,922,904,900,929,907,1049,1019,1107,1040"
"1461 Mellerud,""övriga kostnader"",282,274,275,300,295,295,285,285,300,300,285,302,150"
"1461 Mellerud,""investeringsutgifter"",..,..,0,0,0,0,25,4,..,5,5,5,2"
"1462 Lilla Edet,""mediekostnader"",634,570,628,603,632,605,593,559,609,676,641,641,641"
"1462 Lilla Edet,""personalkostnader för biblioteksverksamheten"",2386,2686,2787,2876,2850,2886,2311,2515,2456,2479,2572,2572,2572"
"1462 Lilla Edet,""lokalkostnader (inkl. hyra, städning)"",569,574,524,467,429,515,550,580,524,606,566,566,566"
"1462 Lilla Edet,""övriga kostnader"",624,778,619,738,571,337,454,329,442,487,471,..,.."
"1462 Lilla Edet,""investeringsutgifter"",100,89,0,30,116,96,65,65,65,146,..,..,.."
"1463 Mark,""mediekostnader"",1302,1196,1479,1400,1288,1277,1324,1290,1290,1300,1137,1137,1047"
"1463 Mark,""personalkostnader för biblioteksverksamheten"",6226,5972,6432,6770,7247,7638,8041,8051,8335,7379,7723,772,7950"
"1463 Mark,""lokalkostnader (inkl. hyra, städning)"",1962,1987,2024,2039,1763,2087,3161,3422,2207,2455,3278,3278,1261"
"1463 Mark,""övriga kostnader"",444,1352,1223,1536,1980,423,749,1026,6122,2136,2351,2351,5863"
"1463 Mark,""investeringsutgifter"",80,9,0,25,167,111,279,0,3000,300,1954,..,150"
"1465 Svenljunga,""mediekostnader"",565,491,509,509,523,554,530,538,531,554,558,574,570"
"1465 Svenljunga,""personalkostnader för biblioteksverksamheten"",1513,1624,2108,2146,2239,1942,1774,1876,1908,1933,2000,2213,2226"
"1465 Svenljunga,""lokalkostnader (inkl. hyra, städning)"",255,203,256,254,308,764,704,724,742,778,831,846,864"
"1465 Svenljunga,""övriga kostnader"",200,485,479,395,351,567,784,682,748,673,270,192,200"
"1465 Svenljunga,""investeringsutgifter"",..,..,0,70,0,1048,0,96,..,0,..,..,120"
"1466 Herrljunga,""mediekostnader"",420,450,450,460,470,480,480,485,485,448,439,496,494"
"1466 Herrljunga,""personalkostnader för biblioteksverksamheten"",1400,1500,1600,1700,1750,1800,1860,1900,2000,2052,1794,2129,2213"
"1466 Herrljunga,""lokalkostnader (inkl. hyra, städning)"",550,500,610,640,650,670,690,700,761,792,948,919,893"
"1466 Herrljunga,""övriga kostnader"",400,400,440,600,630,200,206,210,175,427,238,263,628"
"1466 Herrljunga,""investeringsutgifter"",100,100,100,100,110,120,122,100,76,0,..,..,27"
"1470 Vara,""mediekostnader"",795,628,630,708,758,677,765,707,730,730,734,745,801"
"1470 Vara,""personalkostnader för biblioteksverksamheten"",2199,2927,2831,3030,3673,3625,3560,4066,4178,3718,4431,5601,5724"
"1470 Vara,""lokalkostnader (inkl. hyra, städning)"",2810,2884,2983,2925,3032,2961,3362,3321,3403,3557,3300,2065,2078"
"1470 Vara,""övriga kostnader"",364,540,527,538,641,448,474,624,635,571,455,941,1050"
"1470 Vara,""investeringsutgifter"",150,44,181,30,0,513,86,88,153,0,..,..,.."
"1471 Götene,""mediekostnader"",475,474,422,523,569,411,415,471,472,497,522,523,529"
"1471 Götene,""personalkostnader för biblioteksverksamheten"",1296,1333,1412,1452,1476,1597,1688,1738,1666,1857,1865,1780,1941"
"1471 Götene,""lokalkostnader (inkl. hyra, städning)"",295,295,295,314,318,323,337,390,387,410,419,418,425"
"1471 Götene,""övriga kostnader"",225,145,298,165,242,161,118,104,670,798,688,504,517"
"1471 Götene,""investeringsutgifter"",..,..,0,0,179,..,0,428,152,102,306,253,37"
"1472 Tibro,""mediekostnader"",410,438,419,452,475,445,492,578,562,527,663,653,617"
"1472 Tibro,""personalkostnader för biblioteksverksamheten"",1317,1384,1441,1507,1488,1499,1465,1226,1701,1720,1787,1725,1911"
"1472 Tibro,""lokalkostnader (inkl. hyra, städning)"",826,828,844,845,831,815,824,863,829,814,815,814,834"
"1472 Tibro,""övriga kostnader"",246,340,321,320,309,302,288,132,104,158,90,108,92"
"1472 Tibro,""investeringsutgifter"",71,225,0,90,0,0,58,0,..,45,..,..,11"
"1473 Töreboda,""mediekostnader"",466,471,509,453,474,485,480,424,435,466,469,459,483"
"1473 Töreboda,""personalkostnader för biblioteksverksamheten"",1462,1628,1509,1776,1871,1932,2040,1904,1804,1851,1850,1886,1886"
"1473 Töreboda,""lokalkostnader (inkl. hyra, städning)"",700,756,699,617,636,647,843,859,625,561,574,572,529"
"1473 Töreboda,""övriga kostnader"",412,289,269,218,312,270,302,175,192,263,214,207,238"
"1473 Töreboda,""investeringsutgifter"",..,50,0,170,25,28,0,150,148,65,..,289,.."
"1480 Göteborg,""mediekostnader"",15868,16782,17305,18591,19438,19730,20944,20700,20496,20182,2048,21259,21042"
"1480 Göteborg,""personalkostnader för biblioteksverksamheten"",78234,85517,92170,96010,94563,98200,101183,101507,106588,117786,107198,106234,105772"
"1480 Göteborg,""lokalkostnader (inkl. hyra, städning)"",22945,27450,27887,28471,27594,28900,29011,30550,34691,29848,37661,42253,39776"
"1480 Göteborg,""övriga kostnader"",14884,13697,14847,13949,17625,19544,18892,21308,23019,28279,15439,24741,27265"
"1480 Göteborg,""investeringsutgifter"",1433,7532,2374,2728,2747,1400,833,8315,10695,3068,1257,..,1251"
"1481 Mölndal,""mediekostnader"",2443,2401,2792,2364,3145,3023,2899,2565,2887,2860,2676,3057,3080"
"1481 Mölndal,""personalkostnader för biblioteksverksamheten"",11236,11620,12094,13124,14338,14578,14178,14735,15821,15183,14862,14555,15175"
"1481 Mölndal,""lokalkostnader (inkl. hyra, städning)"",3623,3404,3400,3440,3652,3528,3553,3640,2928,4072,4133,4087,3589"
"1481 Mölndal,""övriga kostnader"",861,1829,1958,2118,2212,1650,1985,1496,3480,2780,2641,2626,3739"
"1481 Mölndal,""investeringsutgifter"",819,421,723,369,340,144,356,755,345,123,140,640,613"
"1482 Kungälv,""mediekostnader"",1869,1402,1442,1668,1760,1773,1827,1633,1828,1899,1883,1993,1997"
"1482 Kungälv,""personalkostnader för biblioteksverksamheten"",7499,7319,7392,7898,8345,9070,9508,10178,9523,9488,8826,9472,9042"
"1482 Kungälv,""lokalkostnader (inkl. hyra, städning)"",1786,2122,2122,2128,2108,2602,1995,2737,6439,6646,6837,5906,5917"
"1482 Kungälv,""övriga kostnader"",3310,2349,2775,2534,3104,3991,4340,3075,2873,1810,1928,2442,2532"
"1482 Kungälv,""investeringsutgifter"",949,1238,605,600,3192,750,227,298,26,801,718,705,797"
"1484 Lysekil,""mediekostnader"",633,694,709,776,664,629,692,802,755,703,629,629,686"
"1484 Lysekil,""personalkostnader för biblioteksverksamheten"",2559,2675,2762,2919,2869,2725,2968,2979,3370,3333,3188,3279,3301"
"1484 Lysekil,""lokalkostnader (inkl. hyra, städning)"",1101,1122,1124,1159,1130,1571,1701,1324,1380,1258,1048,1515,1278"
"1484 Lysekil,""övriga kostnader"",480,502,489,515,694,579,693,740,782,331,712,643,584"
"1484 Lysekil,""investeringsutgifter"",175,80,229,..,100,60,266,224,..,336,297,..,245"
"1485 Uddevalla,""mediekostnader"",2064,1847,1890,2071,2161,2239,2261,..,2370,2311,2331,2424,2497"
"1485 Uddevalla,""personalkostnader för biblioteksverksamheten"",9502,9438,10218,10912,10156,9530,9598,..,10543,10486,10900,11151,11584"
"1485 Uddevalla,""lokalkostnader (inkl. hyra, städning)"",4490,4038,4537,4538,4527,4488,4442,..,4557,4573,4520,4463,3277"
"1485 Uddevalla,""övriga kostnader"",2722,2441,2398,2821,1880,1323,1774,..,1781,1467,1672,1803,2144"
"1485 Uddevalla,""investeringsutgifter"",..,879,284,162,0,395,221,..,306,436,409,302,282"
"1486 Strömstad,""mediekostnader"",670,675,410,410,370,375,375,375,460,460,470,..,.."
"1486 Strömstad,""personalkostnader för biblioteksverksamheten"",1873,1873,2278,2735,2824,3069,3060,3091,3177,2910,2949,..,.."
"1486 Strömstad,""lokalkostnader (inkl. hyra, städning)"",701,701,691,685,691,465,470,470,464,464,482,..,.."
"1486 Strömstad,""övriga kostnader"",743,743,414,0,65,532,535,565,311,436,207,..,.."
"1486 Strömstad,""investeringsutgifter"",175,155,150,125,150,55,50,110,..,60,69,..,.."
"1487 Vänersborg,""mediekostnader"",1504,1196,1352,1250,1366,1346,1561,1428,1230,1375,1113,1369,1293"
"1487 Vänersborg,""personalkostnader för biblioteksverksamheten"",3572,4117,4237,4395,4479,4530,4643,5188,5498,5247,4700,4855,5714"
"1487 Vänersborg,""lokalkostnader (inkl. hyra, städning)"",2224,2337,2336,2239,2412,2340,2588,2583,2687,2802,2778,2822,2998"
"1487 Vänersborg,""övriga kostnader"",1842,2400,2256,1286,2323,2214,2485,417,2051,556,395,237,2042"
"1487 Vänersborg,""investeringsutgifter"",250,70,106,..,27,106,31,158,169,0,93,436,342"
"1488 Trollhättan,""mediekostnader"",2443,2253,2420,2344,2302,2224,2792,2655,2570,2495,2500,2329,2200"
"1488 Trollhättan,""personalkostnader för biblioteksverksamheten"",7636,7805,8619,8839,9019,9398,9634,9921,10402,11125,10887,11065,11196"
"1488 Trollhättan,""lokalkostnader (inkl. hyra, städning)"",8115,8075,8195,8320,8479,8413,8142,8246,8335,8986,9005,8485,9377"
"1488 Trollhättan,""övriga kostnader"",2334,2155,2255,2446,2487,2634,1197,2503,2470,1518,2459,2078,1217"
"1488 Trollhättan,""investeringsutgifter"",2084,400,335,432,764,90,300,540,512,610,117,2512,411"
"1489 Alingsås,""mediekostnader"",2289,1960,1930,1960,1960,1980,1990,1990,1990,1640,1923,2030,1568"
"1489 Alingsås,""personalkostnader för biblioteksverksamheten"",5587,5708,5578,5938,6116,6300,6425,5526,5692,6369,5300,5300,6038"
"1489 Alingsås,""lokalkostnader (inkl. hyra, städning)"",2590,2406,2391,2400,2517,2517,2520,2549,2550,2550,2803,3100,2305"
"1489 Alingsås,""övriga kostnader"",1749,1614,1666,1350,798,1506,1510,2435,2435,2400,958,1296,1741"
"1489 Alingsås,""investeringsutgifter"",99,118,120,250,730,355,360,350,200,277,168,375,442"
"1490 Borås,""mediekostnader"",6196,5989,5975,6336,6032,5323,5985,6580,6412,6578,6600,6274,6461"
"1490 Borås,""personalkostnader för biblioteksverksamheten"",21518,23566,24489,26470,22205,22926,23128,22747,24283,24947,25300,22869,23604"
"1490 Borås,""lokalkostnader (inkl. hyra, städning)"",8087,8360,8476,8833,8988,9299,9285,9440,10417,11040,11050,9898,12872"
"1490 Borås,""övriga kostnader"",5736,4955,5650,4613,4183,4029,3981,4096,4050,4028,4030,4112,3569"
"1490 Borås,""investeringsutgifter"",..,..,0,0,71,212,213,119,179,107,120,172,959"
"1491 Ulricehamn,""mediekostnader"",591,747,748,800,1013,1109,1013,1143,1143,1143,1143,1204,1186"
"1491 Ulricehamn,""personalkostnader för biblioteksverksamheten"",2366,2258,3311,3423,3576,3651,3776,4010,4077,4390,4307,4227,4354"
"1491 Ulricehamn,""lokalkostnader (inkl. hyra, städning)"",954,904,864,888,888,859,914,965,945,946,764,755,735"
"1491 Ulricehamn,""övriga kostnader"",210,633,1078,632,598,618,436,559,1046,1169,1505,1107,1106"
"1491 Ulricehamn,""investeringsutgifter"",30,453,103,250,73,388,300,100,10,0,..,170,219"
"1492 Åmål,""mediekostnader"",643,631,670,483,520,523,596,572,580,586,592,596,498"
"1492 Åmål,""personalkostnader för biblioteksverksamheten"",1923,1905,2179,2162,2586,2592,3205,3258,2938,2919,3107,3363,3251"
"1492 Åmål,""lokalkostnader (inkl. hyra, städning)"",724,720,749,737,570,765,740,707,829,776,789,785,668"
"1492 Åmål,""övriga kostnader"",397,314,2416,750,591,224,617,567,541,163,430,39,.."
"1492 Åmål,""investeringsutgifter"",..,280,0,140,98,22,244,97,161,171,..,..,.."
"1493 Mariestad,""mediekostnader"",928,952,933,932,951,971,1032,1147,943,1168,1212,1229,1158"
"1493 Mariestad,""personalkostnader för biblioteksverksamheten"",3654,3755,3995,4065,4321,4210,4570,4625,4678,4851,4260,3862,4119"
"1493 Mariestad,""lokalkostnader (inkl. hyra, städning)"",635,662,348,354,541,420,773,795,809,853,1070,1075,1015"
"1493 Mariestad,""övriga kostnader"",789,992,718,659,868,766,840,907,551,742,484,1130,1162"
"1493 Mariestad,""investeringsutgifter"",132,101,53,241,94,228,55,185,50,2300,..,..,.."
"1494 Lidköping,""mediekostnader"",2007,2181,2155,2235,2160,2175,2155,2155,2155,2155,1955,1810,1810"
"1494 Lidköping,""personalkostnader för biblioteksverksamheten"",5693,6056,6092,6557,6644,6954,7008,7600,7317,7600,7803,7889,7889"
"1494 Lidköping,""lokalkostnader (inkl. hyra, städning)"",2496,2692,3025,3336,3384,3280,3483,3490,3643,3600,3688,3669,3669"
"1494 Lidköping,""övriga kostnader"",962,1872,1119,871,1119,1048,815,964,1230,1200,736,1045,1045"
"1494 Lidköping,""investeringsutgifter"",..,111,607,451,0,0,375,0,..,250,225,..,.."
"1495 Skara,""mediekostnader"",958,965,1038,1000,1005,955,1001,1093,1147,1276,1203,1160,1299"
"1495 Skara,""personalkostnader för biblioteksverksamheten"",3905,4504,4994,5223,5059,4791,4675,5194,5810,4949,5127,5205,4864"
"1495 Skara,""lokalkostnader (inkl. hyra, städning)"",2433,2435,2444,2494,2635,2606,4254,3504,2868,3028,3083,3126,3177"
"1495 Skara,""övriga kostnader"",871,677,766,669,898,832,750,927,1155,1006,978,1030,1012"
"1495 Skara,""investeringsutgifter"",..,..,0,..,0,58,89,0,100,295,500,418,273"
"1496 Skövde,""mediekostnader"",1516,1683,1588,1655,1729,1765,1797,1690,1690,1490,1690,1690,1690"
"1496 Skövde,""personalkostnader för biblioteksverksamheten"",5965,6074,5674,6616,6608,6424,6596,7281,7058,7933,7645,7723,7984"
"1496 Skövde,""lokalkostnader (inkl. hyra, städning)"",1952,1603,1942,2078,2043,2025,2056,2082,2045,2062,2015,2016,2005"
"1496 Skövde,""övriga kostnader"",470,1749,2120,1436,1145,1170,1980,1626,1698,1789,500,..,411"
"1496 Skövde,""investeringsutgifter"",93,350,175,86,200,205,38,142,627,631,164,16,700"
"1497 Hjo,""mediekostnader"",272,291,291,254,254,380,380,380,380,300,260,260,274"
"1497 Hjo,""personalkostnader för biblioteksverksamheten"",912,850,825,975,975,921,921,921,921,1026,1337,1377,1242"
"1497 Hjo,""lokalkostnader (inkl. hyra, städning)"",752,801,818,813,813,928,928,928,928,928,883,883,894"
"1497 Hjo,""övriga kostnader"",127,159,189,107,107,0,0,0,..,30,6,6,256"
"1497 Hjo,""investeringsutgifter"",30,33,35,61,0,35,35,35,35,30,47,47,150"
"1498 Tidaholm,""mediekostnader"",352,639,674,681,639,678,618,664,750,640,574,535,549"
"1498 Tidaholm,""personalkostnader för biblioteksverksamheten"",1702,1931,2068,2311,2189,2467,2467,2549,2613,2847,2094,2198,2314"
"1498 Tidaholm,""lokalkostnader (inkl. hyra, städning)"",72,74,90,75,678,1212,1150,469,492,605,569,455,397"
"1498 Tidaholm,""övriga kostnader"",460,196,174,181,151,218,160,289,157,249,223,195,195"
"1498 Tidaholm,""investeringsutgifter"",..,..,0,108,230,0,0,300,85,0,136,118,366"
"1499 Falköping,""mediekostnader"",1708,1581,1357,1719,1477,1528,1460,1342,1562,1118,1168,1089,1137"
"1499 Falköping,""personalkostnader för biblioteksverksamheten"",4333,4789,5167,5306,5401,5020,5287,5504,5625,5384,5603,5426,5535"
"1499 Falköping,""lokalkostnader (inkl. hyra, städning)"",1699,1746,1776,1786,1789,1851,1840,1840,2213,2337,2140,2119,2083"
"1499 Falköping,""övriga kostnader"",1408,1116,842,1201,1336,927,515,426,352,284,879,862,223"
"1499 Falköping,""investeringsutgifter"",320,101,0,248,0,0,22,50,850,50,100,..,.."
"1715 Kil,""mediekostnader"",230,253,363,367,380,442,381,391,401,450,420,469,483"
"1715 Kil,""personalkostnader för biblioteksverksamheten"",1578,1436,1535,1456,1330,1391,971,995,1104,1611,1693,1721,2547"
"1715 Kil,""lokalkostnader (inkl. hyra, städning)"",784,712,725,800,450,823,920,990,1001,1044,1090,978,997"
"1715 Kil,""övriga kostnader"",318,550,576,305,541,490,230,260,205,319,390,..,.."
"1715 Kil,""investeringsutgifter"",106,..,176,0,51,0,0,80,50,0,..,..,.."
"1730 Eda,""mediekostnader"",557,585,520,496,476,443,446,450,455,482,454,564,500"
"1730 Eda,""personalkostnader för biblioteksverksamheten"",2012,2147,2314,2406,2357,1762,2289,2472,2563,2641,2091,2337,2697"
"1730 Eda,""lokalkostnader (inkl. hyra, städning)"",1516,1654,1453,1507,1436,1521,1549,1700,1706,1724,1646,1783,1778"
"1730 Eda,""övriga kostnader"",373,417,695,360,320,335,251,310,300,249,462,268,182"
"1730 Eda,""investeringsutgifter"",..,265,0,0,0,..,..,..,60,25,..,..,23"
"1737 Torsby,""mediekostnader"",278,397,382,376,747,607,596,568,505,666,559,529,554"
"1737 Torsby,""personalkostnader för biblioteksverksamheten"",2923,3293,3556,3215,3631,3521,3459,3952,4082,4054,3899,4180,4232"
"1737 Torsby,""lokalkostnader (inkl. hyra, städning)"",806,820,817,643,957,1379,1283,1295,1344,1328,1291,1302,1338"
"1737 Torsby,""övriga kostnader"",314,1087,912,1006,480,917,950,489,538,396,439,530,524"
"1737 Torsby,""investeringsutgifter"",..,100,100,..,1008,..,..,0,..,0,..,462,.."
"1760 Storfors,""mediekostnader"",176,15,249,179,160,214,198,250,152,215,192,184,166"
"1760 Storfors,""personalkostnader för biblioteksverksamheten"",388,417,435,431,412,362,383,274,329,429,521,830,394"
"1760 Storfors,""lokalkostnader (inkl. hyra, städning)"",583,565,584,586,583,587,452,459,468,275,163,..,175"
"1760 Storfors,""övriga kostnader"",88,319,159,234,439,383,657,554,574,588,244,228,395"
"1760 Storfors,""investeringsutgifter"",..,..,0,143,0,8,4,0,..,23,..,..,.."
"1761 Hammarö,""mediekostnader"",470,479,515,515,557,557,668,670,670,590,590,580,560"
"1761 Hammarö,""personalkostnader för biblioteksverksamheten"",1909,1982,2094,2146,2004,2057,2148,2177,2385,2520,2659,2693,2687"
"1761 Hammarö,""lokalkostnader (inkl. hyra, städning)"",989,986,986,986,986,990,990,1200,1200,1232,1237,1242,1250"
"1761 Hammarö,""övriga kostnader"",859,749,874,920,597,671,1523,931,681,133,468,607,420"
"1761 Hammarö,""investeringsutgifter"",175,..,0,0,192,195,200,75,111,62,80,70,70"
"1762 Munkfors,""mediekostnader"",250,243,262,226,225,194,203,211,..,220,173,238,149"
"1762 Munkfors,""personalkostnader för biblioteksverksamheten"",925,718,667,426,464,456,490,449,..,476,508,616,992"
"1762 Munkfors,""lokalkostnader (inkl. hyra, städning)"",198,352,263,294,289,319,329,318,..,281,273,242,185"
"1762 Munkfors,""övriga kostnader"",332,329,503,470,216,210,246,193,..,161,182,171,77"
"1762 Munkfors,""investeringsutgifter"",..,..,0,0,0,0,0,0,..,0,39,..,.."
"1763 Forshaga,""mediekostnader"",318,364,400,439,427,450,470,490,490,590,584,592,557"
"1763 Forshaga,""personalkostnader för biblioteksverksamheten"",1766,1631,1942,2122,1987,2069,1398,2173,2147,1762,1639,1779,2006"
"1763 Forshaga,""lokalkostnader (inkl. hyra, städning)"",1229,1234,1234,1236,1291,1294,1212,1253,1305,1045,1142,1495,1515"
"1763 Forshaga,""övriga kostnader"",1262,487,330,273,446,501,99,500,534,821,565,601,1232"
"1763 Forshaga,""investeringsutgifter"",342,91,0,..,0,74,50,0,364,453,..,12,.."
"1764 Grums,""mediekostnader"",559,533,534,400,558,570,595,570,743,638,586,544,628"
